"","TranscriptID","GO.terms","Protein_name","KEGG_ID","moduleColor","MM.p","MM.cor"
"1804","XM_022460741.1","GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," nuclear factor interleukin-3-regulated protein-like","crg:105322971","turquoise",0.00210723027027633,0.844571381713211
"1805","XM_022467404.1","GO:0003674"," formin-binding protein 1-like","crg:105324940","turquoise",0.00212177296836952,0.844289972854504
"1806","XM_022461079.1","GO:0003674"," prolactin regulatory element-binding protein-like","crg:105332358","turquoise",0.00212752294262494,0.844179092195265
"1807","XM_022432705.1","GO:0005886;GO:0006810;GO:0032991"," probable sodium/potassium-transporting ATPase subunit beta-3","crg:105333474","turquoise",0.00216220958980913,0.843514758058026
"1808","XM_022459033.1",""," actin-like","crg:105340468","turquoise",0.00218781872910852,0.843029203608562
"1809","XM_022490012.1","GO:0003674"," heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog","crg:105333434","turquoise",0.00219854471119224,0.842827056083102
"1810","XM_022485430.1","GO:0005975;GO:0006091;GO:0009058;GO:0016829;GO:0043167;GO:0044281"," phosphoenolpyruvate carboxykinase [GTP]-like","crg:105326107","turquoise",0.00222141345197728,0.842398425988239
"1811","XR_002638799.1","GO:0003674;GO:0034641"," pre-mRNA-processing factor 39-like","crg:105343005","turquoise",0.00223922073318457,0.842066864300836
"1812","XM_022459913.1","GO:0005856;GO:0007010;GO:0008092;GO:0032991"," microtubule-associated protein RP/EB family member 1-like","crg:105346663","turquoise",0.00223926250050956,0.842066088858104
"1813","XM_022482846.1",""," uncharacterized","crg:105339160","turquoise",0.00228684293907046,0.841189420945093
"1814","XM_022487894.1",""," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial-like","crg:105346116","turquoise",0.00228905974582378,0.84114889863517
"1815","XM_022477513.1",""," hydrolethalus syndrome protein 1 homolog","crg:105319614","turquoise",0.0023240926630835,0.840512240194723
"1816","XM_022460751.1",""," protein FAM183B-like","crg:105329262","turquoise",0.00240435881850435,0.839079237847688
"1817","XM_022453421.1","GO:0004386;GO:0043167"," ATP-dependent RNA helicase DHX8-like","crg:105326740","turquoise",0.00241581057811656,0.838877613986183
"1818","XM_022466391.1","GO:0003674"," formin-binding protein 1-like","crg:105324940","turquoise",0.00242694412415534,0.838682252580075
"1819","XM_022479377.1","GO:0003677;GO:0005634;GO:0005694;GO:0032991;GO:0051276;GO:0065003"," histone H1-delta-like","crg:105322858;crg:105326474","turquoise",0.00246203420448535,0.838070722041363
"1820","XM_022485580.1","GO:0003674"," 14-3-3 protein epsilon-like","crg:105321521","turquoise",0.00247339856601567,0.837874018269423
"1821","XM_022477699.1","GO:0005622;GO:0009058;GO:0016887;GO:0022857;GO:0032991;GO:0034641;GO:0043167;GO:0044281"," ATP synthase subunit alpha, mitochondrial-like","crg:105332067","turquoise",0.00250571860748686,0.837318135529054
"1822","XM_022482859.1","GO:0005576;GO:0007155;GO:0043167"," uncharacterized","crg:105326482","turquoise",0.00253850379088185,0.836759509530383
"1823","XM_022446844.1","GO:0006520;GO:0009058;GO:0016301;GO:0043167"," selenide, water dikinase-like","crg:105333883","turquoise",0.00256717214152671,0.836275276800769
"1824","XM_022485028.1","GO:0003674;GO:0006520;GO:0006790;GO:0034655;GO:0051186"," adenosylhomocysteinase A-like","crg:105317162","turquoise",0.00266160773026994,0.834707239336707
"1825","XM_022486568.1","GO:0005575"," stromal cell-derived factor 2-like","crg:105340496","turquoise",0.00272773771369134,0.833632905015353
"1826","XM_022462310.1",""," microsomal glutathione S-transferase 1-like","crg:105318451","turquoise",0.00277481313544034,0.83287950436635
"1827","XM_022440577.1",""," uncharacterized","crg:105322357","turquoise",0.00284455890900712,0.831780023761743
"1828","XM_022437259.1","GO:0006457;GO:0032991"," prefoldin subunit 3-like","crg:105341665","turquoise",0.00285558105996623,0.831608050508502
"1829","XM_022484087.1","GO:0005575;GO:0008233;GO:0043167"," paraplegin-like","crg:105341618","turquoise",0.00310142653754511,0.827890684007427
"1830","XM_022461849.1","GO:0008233"," methionine aminopeptidase 1-like","crg:105345474","turquoise",0.00310877209640972,0.827782927486538
"1831","XM_022469142.1",""," protein PRRC2C-like","crg:105343430;crg:105346363","turquoise",0.00311215067037975,0.827733426561254
"1832","XM_022443860.1","GO:0005622;GO:0009058;GO:0016887;GO:0022857;GO:0032991;GO:0034641;GO:0044281"," ATP synthase subunit gamma, mitochondrial-like","crg:105342474","turquoise",0.00312918814662296,0.827484390190294
"1833","XM_022478150.1","GO:0003674;GO:0005975"," neutral and basic amino acid transport protein rBAT-like","crg:105332134;crg:105333357","turquoise",0.00314850878651176,0.827203157546393
"1834","XM_022489273.1","GO:0006091;GO:0016491"," succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial-like","crg:105341248","turquoise",0.00315196784556563,0.82715293825478
"1835","XM_022451522.1","GO:0008150;GO:0043167"," extracellular superoxide dismutase [Cu-Zn]-like","crg:105349013","turquoise",0.00316064936873615,0.827027072464339
"1836","XM_022484034.1","GO:0005198;GO:0031012;GO:0032991"," collagen alpha-2(IV) chain-like","crg:105329214","turquoise",0.00316563652604479,0.826954880390209
"1837","XM_022449707.1",""," meiosis-specific nuclear structural protein 1-like","crg:105340368","turquoise",0.00317860069232775,0.826767598044401
"1838","XM_022479955.1","GO:0003674;GO:0005654;GO:0005737;GO:0009058;GO:0032991;GO:0034641"," elongin-B-like","crg:105318798","turquoise",0.00319774412258188,0.826492050402593
"1839","XM_022441337.1",""," universal stress protein YxiE-like","crg:105326105","turquoise",0.0032863132682441,0.825232407830135
"1840","XM_022440260.1","GO:0000228;GO:0004386;GO:0005654;GO:0016887;GO:0032991;GO:0043167"," ruvB-like 1","crg:105317753","turquoise",0.0033614157136927,0.824183262412832
"1841","XM_022461197.1","GO:0003674"," heterogeneous nuclear ribonucleoprotein F-like","crg:105333001","turquoise",0.00338536844069084,0.823852197836094
"1842","XM_022465711.1",""," la-related protein 1B-like","crg:105331323","turquoise",0.00338618031625765,0.823841005946731
"1843","XM_022432899.1","GO:0003674"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial-like","crg:105344651","turquoise",0.00338828627591278,0.823811983793119
"1844","XM_022490343.1","GO:0016491;GO:0043167"," protocatechuate 3,4-dioxygenase beta chain-like","crg:105340296","turquoise",0.00341878204940215,0.823393167237246
"1845","XM_022465374.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 39S ribosomal protein L30, mitochondrial-like","crg:105327405","turquoise",0.00342207604921059,0.823348089524992
"1846","XM_022484777.1","GO:0005622;GO:0006464;GO:0006520;GO:0007049;GO:0016791"," M-phase inducer phosphatase-like","crg:105337712","turquoise",0.0034664489964363,0.822743869472745
"1847","XM_022479226.1",""," protein spalten-like","crg:105317412","turquoise",0.00346882648312045,0.822711652671708
"1848","XM_022475319.1","GO:0005737;GO:0007010;GO:0065003"," protein kintoun-like","crg:105336768","turquoise",0.00346988158730009,0.822697360264262
"1849","XM_022463502.1","GO:0003674"," dynein intermediate chain 3, ciliary-like","crg:105335975","turquoise",0.00348337710063885,0.822514825028058
"1850","XM_022435096.1","GO:0016491;GO:0043167"," superoxide dismutase [Mn], mitochondrial-like","crg:105346262","turquoise",0.00348913440859977,0.822437108304156
"1851","XM_022467835.1","GO:0003677;GO:0005634;GO:0005694;GO:0009058;GO:0032991;GO:0034641"," histone H4","crg:105320429;crg:105320433","turquoise",0.00350323642519631,0.822247136161999
"1852","XM_022456724.1","GO:0030234"," kielin/chordin-like protein","crg:105326916","turquoise",0.00354609444805319,0.821673132217391
"1853","XM_022449451.1",""," dnaJ homolog subfamily B member 6-like","crg:105326853","turquoise",0.00354907386559383,0.821633413911249
"1854","XM_022490017.1","GO:0006464;GO:0016853"," peptidyl-prolyl cis-trans isomerase G-like","crg:105328321","turquoise",0.00355889492643457,0.821502659561615
"1855","XM_022477791.1","GO:0007165"," fermitin family homolog 2-like","crg:105348091","turquoise",0.003660456639253,0.820165447978933
"1856","XM_022451523.1","GO:0008150;GO:0043167"," extracellular superoxide dismutase [Cu-Zn]-like","crg:105349013","turquoise",0.00372971556622329,0.81926874107722
"1857","XM_022474388.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 39S ribosomal protein L14, mitochondrial-like","crg:105320386","turquoise",0.00375361296921871,0.818962109374661
"1858","XM_022461847.1",""," aminoacyl tRNA synthase complex-interacting multifunctional protein 2-like","crg:105340405","turquoise",0.00377244440161935,0.818721464673237
"1859","XM_022488798.1",""," transmembrane protein 143-like","crg:105331594","turquoise",0.00384715535896742,0.817775142194829
"1860","XM_022458850.1",""," transmembrane protein 69-like","crg:105320625","turquoise",0.0038641849493814,0.817561284424552
"1861","XM_022460765.1",""," UPF0602 protein C4orf47 homolog","crg:105348987","turquoise",0.0038906545380452,0.817230216038832
"1862","XM_022478516.1",""," uncharacterized","crg:105345215","turquoise",0.00414255935221592,0.814157518116198
"1863","XM_022470712.1",""," high mobility group-T protein-like","crg:105329085","turquoise",0.004151379054738,0.814052390896772
"1864","XM_022473742.1",""," UPF0568 protein C14orf166-like","crg:105318639","turquoise",0.0041556350385338,0.814001718515797
"1865","XM_022479122.1",""," universal stress protein YxiE-like","crg:105349058","turquoise",0.00418317841448643,0.813674678028319
"1866","XM_022459267.1",""," actin, cytoplasmic-like","crg:105326705","turquoise",0.00419118243485912,0.813579930234635
"1867","XM_022469852.1",""," high mobility group-T protein-like","crg:105329085","turquoise",0.00421343463142714,0.813317198120238
"1868","XM_022450292.1","GO:0005575"," uncharacterized","crg:105343066","turquoise",0.00424541885487635,0.812941293955035
"1869","XM_022467522.1","GO:0005634;GO:0006397;GO:0006913;GO:0032991"," THO complex subunit 2-like","crg:105330153","turquoise",0.00428846985610013,0.812438511018845
"1870","XM_022453248.1","GO:0003735;GO:0005840;GO:0006412;GO:0042254"," 40S ribosomal protein S27-like","crg:105323167","turquoise",0.00429235563366744,0.812393307913874
"1871","XM_022466190.1","GO:0003674"," putative hydrolase RBBP9","crg:105324549","turquoise",0.00431400743388511,0.812141968050694
"1872","XM_022488368.1","GO:0006464;GO:0016301;GO:0043167"," casein kinase I-like","crg:105349226","turquoise",0.00442292934007974,0.81089108388317
"1873","XM_022445336.1","GO:0016491"," dihydrolipoyl dehydrogenase, mitochondrial-like","crg:105339502","turquoise",0.00449887966968935,0.810031833779114
"1874","XM_022451425.1","GO:0005737;GO:0006457;GO:0043167"," 10 kDa heat shock protein, mitochondrial-like","crg:105348624","turquoise",0.00456909405264394,0.809246655169072
"1875","XM_022468693.1","GO:0003674;GO:0005975"," neutral and basic amino acid transport protein rBAT-like","crg:105332134;crg:105333357","turquoise",0.00463332486037431,0.808535907603173
"1876","XM_022450109.1",""," protein PLANT CADMIUM RESISTANCE 3-like","crg:105342978","turquoise",0.00464099859870493,0.808451465579886
"1877","XM_022490453.1","GO:0005634;GO:0006397;GO:0032991"," thioredoxin-like protein 4A","crg:105347309","turquoise",0.00469009447695895,0.807913561303379
"1878","XM_022467575.1",""," ubiquitin-fold modifier 1","crg:105336247","turquoise",0.00471599518456396,0.807631407809918
"1879","XM_022488452.1","GO:0003677;GO:0009058;GO:0034641"," homeobox protein cut-like 1","crg:105324857","turquoise",0.00482745218185691,0.806429712772269
"1880","XM_022488123.1","GO:0005975;GO:0006091;GO:0009056;GO:0009058;GO:0016829;GO:0044281"," fructose-bisphosphate aldolase-like","crg:105338126","turquoise",0.00488523094849254,0.805814545270311
"1881","XM_022490291.1",""," small nuclear ribonucleoprotein-associated protein B-like","crg:105343247","turquoise",0.00490983765112302,0.805554136067515
"1882","XM_022462285.1",""," trichohyalin-like","crg:105324546","turquoise",0.00492900777276759,0.805351906488805
"1883","XM_022477895.1","GO:0005840;GO:0008135"," eukaryotic translation initiation factor 5-like","crg:105340618","turquoise",0.00495852201985419,0.805041649622501
"1884","XM_022433442.1","GO:0006091;GO:0016887;GO:0022857;GO:0032991"," V-type proton ATPase subunit E-like","crg:105333395","turquoise",0.00495865281382548,0.805040277640641
"1885","XM_022475830.1","GO:0043167"," calmodulin","crg:105334726","turquoise",0.00499064313471617,0.804705483724406
"1886","XM_022445867.1","GO:0003674"," polyglutamine-binding protein 1-like","crg:105317098","turquoise",0.00505477040696627,0.804038947376449
"1887","XM_022478802.1","GO:0003674"," helix-loop-helix protein delilah-like","crg:105343328","turquoise",0.00509217908569623,0.80365290613261
"1888","XM_022488372.1","GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641;GO:0043167"," uncharacterized","crg:105332271","turquoise",0.00516741446194804,0.80288259605724
"1889","XM_022458254.1",""," phosphatase and actin regulator 4B-like","crg:105331549","turquoise",0.00517748142805084,0.80278013196102
"1890","XM_022471405.1","GO:0005739;GO:0006810"," mitochondrial import inner membrane translocase subunit Tim8 A-like","crg:105331661","turquoise",0.00528048226895244,0.801739841401865
"1891","XM_022461575.1","GO:0006464;GO:0006520;GO:0007165;GO:0016301;GO:0043167"," calcium-dependent protein kinase C-like","crg:105335066","turquoise",0.00529278712799146,0.801616535050777
"1892","XM_022463422.1","GO:0009056"," elongin-C","crg:109620149","turquoise",0.00533132013595955,0.801231715440261
"1893","XM_022476578.1","GO:0006464;GO:0016874"," ubiquitin-like modifier-activating enzyme 1","crg:105342273;crg:105339616;crg:109617708","turquoise",0.00535364967434596,0.801009622777809
"1894","XM_022470082.1","GO:0003674"," U3 small nucleolar RNA-associated protein 18 homolog","crg:105327414","turquoise",0.00542371087588898,0.800317043507622
"1895","XM_022483445.1","GO:0003674"," lissencephaly-1 homolog","crg:105347003","turquoise",0.00543297086899541,0.800225983323469
"1896","XM_022462575.1","GO:0003677;GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"," pituitary homeobox x-like","crg:105337384","turquoise",0.00551728136670762,0.79940194359782
"1897","XM_022446636.1",""," uncharacterized","crg:105322357","turquoise",0.00559508220671482,0.798649452260169
"1898","XM_022468420.1","GO:0003700;GO:0005622;GO:0007165;GO:0009058;GO:0032991;GO:0034641"," mothers against decapentaplegic homolog 5-like","crg:105342807","turquoise",0.00562063065736948,0.798403973848828
"1899","XM_022441905.1","GO:0030234"," NTR domain-containing protein-like","crg:109619667","turquoise",0.00574400300011924,0.797229628633799
"1900","XM_022446471.1","GO:0007009;GO:0022607"," caveolin-1-like","crg:105325540","turquoise",0.00576815043380987,0.797001883183802
"1901","XM_022490044.1","GO:0005622;GO:0009058;GO:0022857;GO:0032991;GO:0034641;GO:0044281"," ATP synthase lipid-binding protein, mitochondrial-like","crg:105329525","turquoise",0.00579934222455415,0.796708701895569
"1902","XM_022490050.1","GO:0008289;GO:0022857"," retinol-binding protein 4-like","crg:105329955","turquoise",0.00580968659008878,0.796611719965197
"1903","XM_022449485.1","GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"," kinesin-like protein KIF21A","crg:105336357","turquoise",0.00590289401691076,0.795743365094413
"1904","XM_022453101.1","GO:0007009;GO:0022607"," caveolin-1-like","crg:105325539","turquoise",0.00597182442436432,0.795107441597699
"1905","XM_022446113.1","GO:0003924;GO:0043167"," ras-related protein rab7","crg:105332531;crg:105347620","turquoise",0.00597471192206313,0.795080916989266
"1906","XM_022438275.1","GO:0000228;GO:0003677;GO:0032991;GO:0051276"," trithorax group protein osa-like","crg:105347668","turquoise",0.00599309488945095,0.794912264261292
"1907","XM_022447900.1",""," uncharacterized","crg:105331255","turquoise",0.00602465521853639,0.794623573639031
"1908","XM_022467319.1",""," uncharacterized PE-PGRS family protein PE_PGRS54-like","crg:105335699","turquoise",0.00609509601645064,0.793983092793277
"1909","XM_022450685.1","GO:0003700;GO:0005622;GO:0007165;GO:0009058;GO:0032991;GO:0034641"," mothers against decapentaplegic homolog 3-like","crg:105337984","turquoise",0.00614376160995705,0.793543671763168
